Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Liver,Male,All stages combined,All ages,5,3478,14.7
2015-2019,Liver,Male,All stages combined,15-44,1,58,59.7
2015-2019,Liver,Male,All stages combined,45-54,1,203,47.9
2015-2019,Liver,Male,All stages combined,55-64,1,638,48.7
2015-2019,Liver,Male,All stages combined,65-74,1,1133,44.6
2015-2019,Liver,Male,All stages combined,75-99,1,1370,30.1
2015-2019,Liver,Male,All stages combined,All ages,1,3402,40
2015-2019,Liver,Male,All stages combined,All ages,1,3402,41.8
2015-2019,Liver,Male,All stages combined,15-44,2,58,48.4
2015-2019,Liver,Male,All stages combined,45-54,2,203,31.6
2015-2019,Liver,Male,All stages combined,55-64,2,638,35.3
2015-2019,Liver,Male,All stages combined,65-74,2,1133,30.2
2015-2019,Liver,Male,All stages combined,75-99,2,1370,18.1
2015-2019,Liver,Male,All stages combined,All ages,2,3402,26.7
2015-2019,Liver,Male,All stages combined,All ages,2,3402,28.1
2015-2019,Liver,Male,All stages combined,55-64,3,638,26.6
2015-2019,Liver,Male,All stages combined,65-74,3,1133,23.1
2015-2019,Liver,Male,All stages combined,75-99,3,1370,12
2015-2019,Liver,Male,All stages combined,All ages,3,3402,19.7
2015-2019,Liver,Male,All stages combined,All ages,3,3402,20.6
2015-2019,Liver,Male,All stages combined,55-64,4,638,24.3
2015-2019,Liver,Male,All stages combined,65-74,4,1133,18.1
2015-2019,Liver,Male,All stages combined,75-99,4,1370,8.3
2015-2019,Liver,Male,All stages combined,All ages,4,3402,16.1
2015-2019,Liver,Male,All stages combined,55-64,5,638,21.2
2015-2019,Liver,Male,All stages combined,65-74,5,1133,12.9
2015-2019,Liver,Male,All stages combined,All ages,5,3402,12.9
2015-2019,Liver,Male,All stages combined,15-44,1,59,47.5
2015-2019,Liver,Male,All stages combined,45-54,1,144,56.1
2015-2019,Liver,Male,All stages combined,55-64,1,545,47.1
2015-2019,Liver,Male,All stages combined,65-74,1,1070,44.6
2015-2019,Liver,Male,All stages combined,75-99,1,1398,32.8
2015-2019,Liver,Male,All stages combined,All ages,1,3216,40.4
2015-2019,Liver,Male,All stages combined,All ages,1,3216,42.6
2015-2019,Liver,Male,All stages combined,15-44,2,59,44.1
2015-2019,Liver,Male,All stages combined,45-54,2,144,39.7
2015-2019,Liver,Male,All stages combined,55-64,2,545,31.1
2015-2019,Liver,Male,All stages combined,65-74,2,1070,29.5
2015-2019,Liver,Male,All stages combined,75-99,2,1398,20.5
2015-2019,Liver,Male,All stages combined,All ages,2,3216,26.6
2015-2019,Liver,Male,All stages combined,All ages,2,3216,28.7
2015-2019,Liver,Male,All stages combined,15-44,3,59,40.5
2015-2019,Liver,Male,All stages combined,45-54,3,144,27.3
2015-2019,Liver,Male,All stages combined,55-64,3,545,24.4
2015-2019,Liver,Male,All stages combined,65-74,3,1070,22
2015-2019,Liver,Male,All stages combined,75-99,3,1398,13
2015-2019,Liver,Male,All stages combined,All ages,3,3216,19.1
2015-2019,Liver,Male,All stages combined,All ages,3,3216,20.7
2015-2019,Liver,Male,All stages combined,55-64,4,545,20
2015-2019,Liver,Male,All stages combined,65-74,4,1070,17
2015-2019,Liver,Male,All stages combined,75-99,4,1398,9
2015-2019,Liver,Male,All stages combined,All ages,4,3216,14.7
2015-2019,Liver,Male,All stages combined,All ages,4,3216,16.2
2015-2019,Liver,Male,All stages combined,55-64,5,545,17.6
2015-2019,Liver,Male,All stages combined,65-74,5,1070,13.8
2015-2019,Liver,Male,All stages combined,75-99,5,1398,6.8
2015-2019,Liver,Male,All stages combined,All ages,5,3216,12.2
2015-2019,Liver,Male,All stages combined,15-44,1,43,72.1
2015-2019,Liver,Male,All stages combined,45-54,1,128,56.8
2015-2019,Liver,Male,All stages combined,55-64,1,452,51.4
2015-2019,Liver,Male,All stages combined,65-74,1,982,43.5
2015-2019,Liver,Male,All stages combined,75-99,1,1273,32.2
2015-2019,Liver,Male,All stages combined,All ages,1,2878,40.7
2015-2019,Liver,Male,All stages combined,All ages,1,2878,44.3
2015-2019,Liver,Male,All stages combined,15-44,2,43,50.8
2015-2019,Liver,Male,All stages combined,45-54,2,128,37.3
2015-2019,Liver,Male,All stages combined,55-64,2,452,37.8
2015-2019,Liver,Male,All stages combined,65-74,2,982,28.3
2015-2019,Liver,Male,All stages combined,75-99,2,1273,18.3
2015-2019,Liver,Male,All stages combined,All ages,2,2878,26.1
2015-2019,Liver,Male,All stages combined,All ages,2,2878,28.7
2015-2019,Liver,Male,All stages combined,15-44,3,43,45.2
2015-2019,Liver,Male,All stages combined,45-54,3,128,30.9
2015-2019,Liver,Male,All stages combined,55-64,3,452,29.1
2015-2019,Liver,Male,All stages combined,65-74,3,982,20.1
2015-2019,Liver,Male,All stages combined,75-99,3,1273,12.5
2015-2019,Liver,Male,All stages combined,All ages,3,2878,19
2015-2019,Liver,Male,All stages combined,All ages,3,2878,21.3
2015-2019,Liver,Male,All stages combined,55-64,4,452,22.5
2015-2019,Liver,Male,All stages combined,65-74,4,982,16.1
2015-2019,Liver,Male,All stages combined,75-99,4,1273,7.8
2015-2019,Liver,Male,All stages combined,All ages,4,2878,14.1
2015-2019,Liver,Male,All stages combined,All ages,4,2878,15.6
2015-2019,Liver,Male,All stages combined,55-64,5,452,18.1
2015-2019,Liver,Male,All stages combined,65-74,5,982,14.6
2015-2019,Liver,Male,All stages combined,All ages,5,2878,11.3
2015-2019,Liver,Male,1,55-64,1,371,81.5
2015-2019,Liver,Male,1,65-74,1,548,83.6
2015-2019,Liver,Male,1,75-99,1,469,68.2
2015-2019,Liver,Male,1,All ages,1,1553,78.6
2015-2019,Liver,Male,1,All ages,1,1553,78.6
2015-2019,Liver,Male,1,55-64,2,371,70.3
2015-2019,Liver,Male,1,65-74,2,548,67.5
2015-2019,Liver,Male,1,75-99,2,469,50.5
2015-2019,Liver,Male,1,All ages,2,1553,64.3
2015-2019,Liver,Male,1,All ages,2,1553,64.5
2015-2019,Liver,Male,1,55-64,3,371,58.9
2015-2019,Liver,Male,1,65-74,3,548,58.4
2015-2019,Liver,Male,1,75-99,3,469,38.6
2015-2019,Liver,Male,1,All ages,3,1553,54.2
2015-2019,Liver,Male,1,All ages,3,1553,53.9
2015-2019,Liver,Male,1,55-64,4,371,53.4
2015-2019,Liver,Male,1,65-74,4,548,51.5
2015-2019,Liver,Male,1,75-99,4,469,34.2
2015-2019,Liver,Male,1,All ages,4,1553,48.9
2015-2019,Liver,Male,1,All ages,4,1553,48.7
2015-2019,Liver,Male,1,55-64,5,371,48.8
2015-2019,Liver,Male,1,65-74,5,548,45.4
2015-2019,Liver,Male,1,75-99,5,469,24.7
2015-2019,Liver,Male,1,All ages,5,1553,42.9
2015-2019,Liver,Male,1,All ages,5,1553,41.6
2015-2019,Liver,Male,2,15-44,1,43,83.4
2015-2019,Liver,Male,2,45-54,1,147,74.2
2015-2019,Liver,Male,2,55-64,1,411,76.1
2015-2019,Liver,Male,2,65-74,1,618,75.7
2015-2019,Liver,Male,2,75-99,1,521,64.9
2015-2019,Liver,Male,2,All ages,1,1740,72.6
2015-2019,Liver,Male,2,All ages,1,1740,72.8
2015-2019,Liver,Male,2,15-44,2,43,78.7
2015-2019,Liver,Male,2,45-54,2,147,62
2015-2019,Liver,Male,2,55-64,2,411,59.1
2015-2019,Liver,Male,2,65-74,2,618,57.2
2015-2019,Liver,Male,2,75-99,2,521,41.4
2015-2019,Liver,Male,2,All ages,2,1740,53.9
2015-2019,Liver,Male,2,All ages,2,1740,54.2
2015-2019,Liver,Male,2,15-44,3,43,73.6
2015-2019,Liver,Male,2,45-54,3,147,53.8
2015-2019,Liver,Male,2,55-64,3,411,46.8
2015-2019,Liver,Male,2,65-74,3,618,48
2015-2019,Liver,Male,2,75-99,3,521,28.6
2015-2019,Liver,Male,2,All ages,3,1740,43.2
2015-2019,Liver,Male,2,All ages,3,1740,42.9
2015-2019,Liver,Male,2,15-44,4,43,65.9
2015-2019,Liver,Male,2,45-54,4,147,46.5
2015-2019,Liver,Male,2,55-64,4,411,40.2
2015-2019,Liver,Male,2,65-74,4,618,38.3
2015-2019,Liver,Male,2,75-99,4,521,21.6
2015-2019,Liver,Male,2,All ages,4,1740,35.4
2015-2019,Liver,Male,2,All ages,4,1740,34.9
2015-2019,Liver,Male,2,55-64,5,411,38.6
2015-2019,Liver,Male,2,65-74,5,618,34
2015-2019,Liver,Male,2,75-99,5,521,16.2
2015-2019,Liver,Male,2,All ages,5,1740,31.7
2015-2019,Liver,Male,3,15-44,1,38,47.4
2015-2019,Liver,Male,3,45-54,1,91,37.5
2015-2019,Liver,Male,3,55-64,1,314,48.8
2015-2019,Liver,Male,3,65-74,1,576,42.1
2015-2019,Liver,Male,3,75-99,1,670,34.6
2015-2019,Liver,Male,3,All ages,1,1689,40.2
2015-2019,Liver,Male,3,All ages,1,1689,40.9
2015-2019,Liver,Male,3,55-64,2,314,30.7
2015-2019,Liver,Male,3,65-74,2,576,23.3
2015-2019,Liver,Male,3,75-99,2,670,18.3
2015-2019,Liver,Male,3,All ages,2,1689,22.8
2015-2019,Liver,Male,3,All ages,2,1689,23.3
2015-2019,Liver,Male,3,55-64,3,314,21.6
2015-2019,Liver,Male,3,65-74,3,576,14.1
2015-2019,Liver,Male,3,75-99,3,670,11.4
2015-2019,Liver,Male,3,All ages,3,1689,14.9
2015-2019,Liver,Male,3,All ages,3,1689,15.6
2015-2019,Liver,Male,3,55-64,4,314,18.3
2015-2019,Liver,Male,3,65-74,4,576,10
2015-2019,Liver,Male,3,All ages,4,1689,11.2
2015-2019,Liver,Male,3,55-64,5,314,14.1
2015-2019,Liver,Male,3,All ages,5,1689,9.6
2015-2019,Liver,Male,4,15-44,1,105,28
2015-2019,Liver,Male,4,45-54,1,289,26.1
2015-2019,Liver,Male,4,55-64,1,813,21.8
2015-2019,Liver,Male,4,65-74,1,1350,18.4
2015-2019,Liver,Male,4,75-99,1,1499,12.7
2015-2019,Liver,Male,4,All ages,1,4056,17.8
2015-2019,Liver,Male,4,All ages,1,4056,18.4
2015-2019,Liver,Male,4,15-44,2,105,22
2015-2019,Liver,Male,4,45-54,2,289,11.9
2015-2019,Liver,Male,4,55-64,2,813,9.4
2015-2019,Liver,Male,4,65-74,2,1350,7.2
2015-2019,Liver,Male,4,75-99,2,1499,5.1
2015-2019,Liver,Male,4,All ages,2,4056,7.6
2015-2019,Liver,Male,4,All ages,2,4056,8
2015-2019,Liver,Male,4,55-64,3,813,5.2
2015-2019,Liver,Male,4,65-74,3,1350,4.2
2015-2019,Liver,Male,4,75-99,3,1499,3.3
2015-2019,Liver,Male,4,All ages,3,4056,4.8
2015-2019,Liver,Male,4,All ages,3,4056,5
2015-2019,Liver,Male,4,65-74,4,1350,3.3
2015-2019,Liver,Male,4,All ages,4,4056,3.3
2015-2019,Liver,Male,4,All ages,5,4056,2.4
2015-2019,Liver,Male,All stages combined,15-44,1,358,52.9
2015-2019,Liver,Male,All stages combined,45-54,1,1119,48.6
2015-2019,Liver,Male,All stages combined,55-64,1,3301,48.4
2015-2019,Liver,Male,All stages combined,65-74,1,5455,43.3
2015-2019,Liver,Male,All stages combined,75-99,1,6556,31.9
2015-2019,Liver,Male,All stages combined,All ages,1,16789,40.4
2015-2019,Liver,Male,All stages combined,All ages,1,16789,41.8
2015-2019,Liver,Male,All stages combined,15-44,2,358,45.8
2015-2019,Liver,Male,All stages combined,45-54,2,1119,34.7
2015-2019,Liver,Male,All stages combined,55-64,2,3301,34.7
2015-2019,Liver,Male,All stages combined,65-74,2,5455,28.9
2015-2019,Liver,Male,All stages combined,75-99,2,6556,18.9
2015-2019,Liver,Male,All stages combined,All ages,2,16789,26.9
2015-2019,Liver,Male,All stages combined,All ages,2,16789,28.1
2015-2019,Liver,Male,All stages combined,15-44,3,358,42.6
2015-2019,Liver,Male,All stages combined,45-54,3,1119,28.2
2015-2019,Liver,Male,All stages combined,55-64,3,3301,27.1
2015-2019,Liver,Male,All stages combined,65-74,3,5455,21.9
2015-2019,Liver,Male,All stages combined,75-99,3,6556,12.8
2015-2019,Liver,Male,All stages combined,All ages,3,16789,20.3
2015-2019,Liver,Male,All stages combined,All ages,3,16789,21.3
2015-2019,Liver,Male,All stages combined,15-44,4,358,40
2015-2019,Liver,Male,All stages combined,45-54,4,1119,25.1
2015-2019,Liver,Male,All stages combined,55-64,4,3301,22.3
2015-2019,Liver,Male,All stages combined,65-74,4,5455,17.5
2015-2019,Liver,Male,All stages combined,75-99,4,6556,8.9
2015-2019,Liver,Male,All stages combined,All ages,4,16789,16.1
2015-2019,Liver,Male,All stages combined,All ages,4,16789,16.8
2015-2019,Liver,Male,All stages combined,15-44,5,358,35.5
2015-2019,Liver,Male,All stages combined,45-54,5,1119,22.9
2015-2019,Liver,Male,All stages combined,55-64,5,3301,19.5
2015-2019,Liver,Male,All stages combined,65-74,5,5455,14.3
2015-2019,Liver,Male,All stages combined,75-99,5,6556,6.4
2015-2019,Liver,Male,All stages combined,All ages,5,16789,13.3
2015-2019,Liver,Male,All stages combined,All ages,5,16789,13.7
2015-2019,Lung,Persons,All stages combined,15-44,1,566,50.6
2015-2019,Lung,Persons,All stages combined,45-54,1,2916,45.2
2015-2019,Lung,Persons,All stages combined,55-64,1,9623,46.2
2015-2019,Lung,Persons,All stages combined,65-74,1,17572,42.6
2015-2019,Lung,Persons,All stages combined,75-99,1,19523,34.1
2015-2019,Lung,Persons,All stages combined,All ages,1,50200,40.2
2015-2019,Lung,Persons,All stages combined,All ages,1,50200,41.5
2015-2019,Lung,Persons,All stages combined,15-44,2,566,40.6
2015-2019,Lung,Persons,All stages combined,45-54,2,2916,31.1
2015-2019,Lung,Persons,All stages combined,55-64,2,9623,32.8
2015-2019,Lung,Persons,All stages combined,65-74,2,17572,30
2015-2019,Lung,Persons,All stages combined,75-99,2,19523,22.3
2015-2019,Lung,Persons,All stages combined,All ages,2,50200,27.7
2015-2019,Lung,Persons,All stages combined,All ages,2,50200,28.8
2015-2019,Lung,Persons,All stages combined,15-44,3,566,34.6
2015-2019,Lung,Persons,All stages combined,45-54,3,2916,25.7
2015-2019,Lung,Persons,All stages combined,55-64,3,9623,26.9
2015-2019,Lung,Persons,All stages combined,65-74,3,17572,23.9
2015-2019,Lung,Persons,All stages combined,75-99,3,19523,16.8
2015-2019,Lung,Persons,All stages combined,All ages,3,50200,21.9
2015-2019,Lung,Persons,All stages combined,All ages,3,50200,23
2015-2019,Lung,Persons,All stages combined,15-44,4,566,32.7
2015-2019,Lung,Persons,All stages combined,45-54,4,2916,22.7
2015-2019,Lung,Persons,All stages combined,55-64,4,9623,23.5
2015-2019,Lung,Persons,All stages combined,65-74,4,17572,20.9
2015-2019,Lung,Persons,All stages combined,75-99,4,19523,13.3
2015-2019,Lung,Persons,All stages combined,All ages,4,50200,18.7
2015-2019,Lung,Persons,All stages combined,All ages,4,50200,19.6
2015-2019,Lung,Persons,All stages combined,15-44,5,566,29.4
2015-2019,Lung,Persons,All stages combined,45-54,5,2916,22.4
2015-2019,Lung,Persons,All stages combined,55-64,5,9623,21.2
2015-2019,Lung,Persons,All stages combined,65-74,5,17572,18.5
2015-2019,Lung,Persons,All stages combined,75-99,5,19523,11.1
2015-2019,Lung,Persons,All stages combined,All ages,5,50200,16.5
2015-2019,Lung,Persons,All stages combined,All ages,5,50200,17.4
2015-2019,Lung,Persons,All stages combined,15-44,1,427,57.8
2015-2019,Lung,Persons,All stages combined,45-54,1,2098,49.4
2015-2019,Lung,Persons,All stages combined,55-64,1,6739,47.3
2015-2019,Lung,Persons,All stages combined,65-74,1,13947,44.2
2015-2019,Lung,Persons,All stages combined,75-99,1,17550,35
2015-2019,Lung,Persons,All stages combined,All ages,1,40761,41.1
2015-2019,Lung,Persons,All stages combined,All ages,1,40761,43.3
2015-2019,Lung,Persons,All stages combined,15-44,2,427,48.6
2015-2019,Lung,Persons,All stages combined,45-54,2,2098,35.1
2015-2019,Lung,Persons,All stages combined,55-64,2,6739,33.4
2015-2019,Lung,Persons,All stages combined,65-74,2,13947,31.2
2015-2019,Lung,Persons,All stages combined,75-99,2,17550,23.1
2015-2019,Lung,Persons,All stages combined,All ages,2,40761,28.4
2015-2019,Lung,Persons,All stages combined,All ages,2,40761,30.4
2015-2019,Lung,Persons,All stages combined,15-44,3,427,42.1
2015-2019,Lung,Persons,All stages combined,45-54,3,2098,28.4
2015-2019,Lung,Persons,All stages combined,55-64,3,6739,27.9
2015-2019,Lung,Persons,All stages combined,65-74,3,13947,25.5
2015-2019,Lung,Persons,All stages combined,75-99,3,17550,17.4
2015-2019,Lung,Persons,All stages combined,All ages,3,40761,22.7
2015-2019,Lung,Persons,All stages combined,All ages,3,40761,24.5
2015-2019,Lung,Persons,All stages combined,15-44,4,427,37.5
2015-2019,Lung,Persons,All stages combined,45-54,4,2098,25.4
2015-2019,Lung,Persons,All stages combined,55-64,4,6739,24.5
2015-2019,Lung,Persons,All stages combined,65-74,4,13947,21.6
2015-2019,Lung,Persons,All stages combined,75-99,4,17550,14.1
2015-2019,Lung,Persons,All stages combined,All ages,4,40761,19.2
2015-2019,Lung,Persons,All stages combined,All ages,4,40761,20.8
2015-2019,Lung,Persons,All stages combined,15-44,5,427,35.8
2015-2019,Lung,Persons,All stages combined,45-54,5,2098,24.4
2015-2019,Lung,Persons,All stages combined,55-64,5,6739,22.9
2015-2019,Lung,Persons,All stages combined,65-74,5,13947,19.2
2015-2019,Lung,Persons,All stages combined,75-99,5,17550,11.3
2015-2019,Lung,Persons,All stages combined,All ages,5,40761,16.9
2015-2019,Lung,Persons,All stages combined,All ages,5,40761,18.4
2015-2019,Lung,Persons,All stages combined,15-44,1,332,65.5
2015-2019,Lung,Persons,All stages combined,45-54,1,1531,51.5
2015-2019,Lung,Persons,All stages combined,55-64,1,5462,48.3
2015-2019,Lung,Persons,All stages combined,65-74,1,12859,46.3
2015-2019,Lung,Persons,All stages combined,75-99,1,16955,35.7
2015-2019,Lung,Persons,All stages combined,All ages,1,37139,42.1
2015-2019,Lung,Persons,All stages combined,All ages,1,37139,45
2015-2019,Lung,Persons,All stages combined,15-44,2,332,53.9
2015-2019,Lung,Persons,All stages combined,45-54,2,1531,36.4
2015-2019,Lung,Persons,All stages combined,55-64,2,5462,34.2
2015-2019,Lung,Persons,All stages combined,65-74,2,12859,32.8
2015-2019,Lung,Persons,All stages combined,75-99,2,16955,23.9
2015-2019,Lung,Persons,All stages combined,All ages,2,37139,29.3
2015-2019,Lung,Persons,All stages combined,All ages,2,37139,31.7
2015-2019,Lung,Persons,All stages combined,15-44,3,332,48.5
2015-2019,Lung,Persons,All stages combined,45-54,3,1531,30.7
2015-2019,Lung,Persons,All stages combined,55-64,3,5462,28.8
2015-2019,Lung,Persons,All stages combined,65-74,3,12859,26.9
2015-2019,Lung,Persons,All stages combined,75-99,3,16955,18.4
2015-2019,Lung,Persons,All stages combined,All ages,3,37139,23.7
2015-2019,Lung,Persons,All stages combined,All ages,3,37139,25.9
2015-2019,Lung,Persons,All stages combined,15-44,4,332,46.1
2015-2019,Lung,Persons,All stages combined,45-54,4,1531,28.1
2015-2019,Lung,Persons,All stages combined,55-64,4,5462,26.2
2015-2019,Lung,Persons,All stages combined,65-74,4,12859,23.1
2015-2019,Lung,Persons,All stages combined,75-99,4,16955,15.2
2015-2019,Lung,Persons,All stages combined,All ages,4,37139,20.4
2015-2019,Lung,Persons,All stages combined,All ages,4,37139,22.6
2015-2019,Lung,Persons,All stages combined,55-64,5,5462,24
2015-2019,Lung,Persons,All stages combined,65-74,5,12859,20.7
2015-2019,Lung,Persons,All stages combined,75-99,5,16955,12.6
2015-2019,Lung,Persons,All stages combined,All ages,5,37139,18
2015-2019,Lung,Persons,All stages combined,All ages,5,37139,19.8
2015-2019,Lung,Persons,All stages combined,15-44,1,281,67.3
2015-2019,Lung,Persons,All stages combined,45-54,1,1292,53.7
2015-2019,Lung,Persons,All stages combined,55-64,1,4447,50.9
2015-2019,Lung,Persons,All stages combined,65-74,1,11405,47
2015-2019,Lung,Persons,All stages combined,75-99,1,16493,36.9
2015-2019,Lung,Persons,All stages combined,All ages,1,33918,43
2015-2019,Lung,Persons,All stages combined,All ages,1,33918,46.5
2015-2019,Lung,Persons,All stages combined,15-44,2,281,54.9
2015-2019,Lung,Persons,All stages combined,45-54,2,1292,38.2
2015-2019,Lung,Persons,All stages combined,55-64,2,4447,37.8
2015-2019,Lung,Persons,All stages combined,65-74,2,11405,33.7
2015-2019,Lung,Persons,All stages combined,75-99,2,16493,25
2015-2019,Lung,Persons,All stages combined,All ages,2,33918,30.4
2015-2019,Lung,Persons,All stages combined,All ages,2,33918,33.3
2015-2019,Lung,Persons,All stages combined,15-44,3,281,49
2015-2019,Lung,Persons,All stages combined,45-54,3,1292,32.9
2015-2019,Lung,Persons,All stages combined,55-64,3,4447,31.4
2015-2019,Lung,Persons,All stages combined,65-74,3,11405,28
2015-2019,Lung,Persons,All stages combined,75-99,3,16493,19.4
2015-2019,Lung,Persons,All stages combined,All ages,3,33918,24.6
2015-2019,Lung,Persons,All stages combined,All ages,3,33918,27.4
2015-2019,Lung,Persons,All stages combined,15-44,4,281,47
2015-2019,Lung,Persons,All stages combined,45-54,4,1292,29.4
2015-2019,Lung,Persons,All stages combined,55-64,4,4447,27.4
2015-2019,Lung,Persons,All stages combined,65-74,4,11405,24.2
2015-2019,Lung,Persons,All stages combined,75-99,4,16493,16.5
2015-2019,Lung,Persons,All stages combined,All ages,4,33918,21.2
2015-2019,Lung,Persons,All stages combined,All ages,4,33918,23.9
2015-2019,Lung,Persons,All stages combined,55-64,5,4447,25.4
2015-2019,Lung,Persons,All stages combined,65-74,5,11405,21.9
2015-2019,Lung,Persons,All stages combined,75-99,5,16493,13.7
2015-2019,Lung,Persons,All stages combined,All ages,5,33918,18.8
2015-2019,Lung,Persons,All stages combined,All ages,5,33918,21.1
2015-2019,Lung,Persons,All stages combined,15-44,1,258,75.7
2015-2019,Lung,Persons,All stages combined,45-54,1,1019,58
2015-2019,Lung,Persons,All stages combined,55-64,1,3474,53.5
2015-2019,Lung,Persons,All stages combined,65-74,1,9169,49.5
2015-2019,Lung,Persons,All stages combined,75-99,1,14315,37.6
2015-2019,Lung,Persons,All stages combined,All ages,1,28235,44.5
2015-2019,Lung,Persons,All stages combined,All ages,1,28235,48.9
2015-2019,Lung,Persons,All stages combined,15-44,2,258,65.2
2015-2019,Lung,Persons,All stages combined,45-54,2,1019,42.5
2015-2019,Lung,Persons,All stages combined,55-64,2,3474,40.4
2015-2019,Lung,Persons,All stages combined,65-74,2,9169,36.3
2015-2019,Lung,Persons,All stages combined,75-99,2,14315,25.8
2015-2019,Lung,Persons,All stages combined,All ages,2,28235,32
2015-2019,Lung,Persons,All stages combined,All ages,2,28235,35.8
2015-2019,Lung,Persons,All stages combined,15-44,3,258,59.6
2015-2019,Lung,Persons,All stages combined,45-54,3,1019,36.5
2015-2019,Lung,Persons,All stages combined,55-64,3,3474,34.2
2015-2019,Lung,Persons,All stages combined,65-74,3,9169,30
2015-2019,Lung,Persons,All stages combined,75-99,3,14315,20.5
2015-2019,Lung,Persons,All stages combined,All ages,3,28235,26.2
2015-2019,Lung,Persons,All stages combined,All ages,3,28235,29.7
2015-2019,Lung,Persons,All stages combined,15-44,4,258,54.2
2015-2019,Lung,Persons,All stages combined,45-54,4,1019,33.1
2015-2019,Lung,Persons,All stages combined,55-64,4,3474,31
2015-2019,Lung,Persons,All stages combined,65-74,4,9169,25.8
2015-2019,Lung,Persons,All stages combined,75-99,4,14315,17.6
2015-2019,Lung,Persons,All stages combined,All ages,4,28235,22.8
2015-2019,Lung,Persons,All stages combined,All ages,4,28235,26.1
2015-2019,Lung,Persons,All stages combined,55-64,5,3474,29.9
2015-2019,Lung,Persons,All stages combined,65-74,5,9169,23.2
2015-2019,Lung,Persons,All stages combined,75-99,5,14315,15.1
2015-2019,Lung,Persons,All stages combined,All ages,5,28235,20.5
2015-2019,Lung,Persons,All stages combined,All ages,5,28235,23.5
2015-2019,Lung,Persons,1,15-44,1,353,98.4
2015-2019,Lung,Persons,1,45-54,1,1237,94.7
2015-2019,Lung,Persons,1,55-64,1,4977,92.7
2015-2019,Lung,Persons,1,65-74,1,12300,90.4
2015-2019,Lung,Persons,1,75-99,1,15735,83.1
2015-2019,Lung,Persons,1,All ages,1,34602,87.6
2015-2019,Lung,Persons,1,All ages,1,34602,89.7
2015-2019,Lung,Persons,1,15-44,2,353,97.6
2015-2019,Lung,Persons,1,45-54,2,1237,87.7
2015-2019,Lung,Persons,1,55-64,2,4977,84.8
2015-2019,Lung,Persons,1,65-74,2,12300,80.2
2015-2019,Lung,Persons,1,75-99,2,15735,69.1
2015-2019,Lung,Persons,1,All ages,2,34602,76.3
2015-2019,Lung,Persons,1,All ages,2,34602,79.7
2015-2019,Lung,Persons,1,15-44,3,353,94.9
2015-2019,Lung,Persons,1,45-54,3,1237,83.9
2015-2019,Lung,Persons,1,55-64,3,4977,78
2015-2019,Lung,Persons,1,65-74,3,12300,72.7
2015-2019,Lung,Persons,1,75-99,3,15735,58.2
2015-2019,Lung,Persons,1,All ages,3,34602,67.5
2015-2019,Lung,Persons,1,All ages,3,34602,71.8
2015-2019,Lung,Persons,1,15-44,4,353,94.4
2015-2019,Lung,Persons,1,45-54,4,1237,80.2
2015-2019,Lung,Persons,1,55-64,4,4977,73.8
2015-2019,Lung,Persons,1,65-74,4,12300,66.5
2015-2019,Lung,Persons,1,75-99,4,15735,50.7
2015-2019,Lung,Persons,1,All ages,4,34602,61.2
2015-2019,Lung,Persons,1,All ages,4,34602,66
2015-2019,Lung,Persons,1,55-64,5,4977,70.6
2015-2019,Lung,Persons,1,65-74,5,12300,62.3
2015-2019,Lung,Persons,1,75-99,5,15735,43.8
2015-2019,Lung,Persons,1,All ages,5,34602,56.1
2015-2019,Lung,Persons,1,All ages,5,34602,60.9
2015-2019,Lung,Persons,2,15-44,1,102,95.2
2015-2019,Lung,Persons,2,45-54,1,455,87.1
2015-2019,Lung,Persons,2,55-64,1,2058,83.9
2015-2019,Lung,Persons,2,65-74,1,4906,77.1
2015-2019,Lung,Persons,2,75-99,1,6649,63.2
2015-2019,Lung,Persons,2,All ages,1,14170,72
2015-2019,Lung,Persons,2,All ages,1,14170,76.4
2015-2019,Lung,Persons,2,15-44,2,102,91.2
2015-2019,Lung,Persons,2,45-54,2,455,72.8
2015-2019,Lung,Persons,2,55-64,2,2058,69
2015-2019,Lung,Persons,2,65-74,2,4906,60.5
2015-2019,Lung,Persons,2,75-99,2,6649,43
2015-2019,Lung,Persons,2,All ages,2,14170,54.2
2015-2019,Lung,Persons,2,All ages,2,14170,59.4
2015-2019,Lung,Persons,2,15-44,3,102,85.9
2015-2019,Lung,Persons,2,45-54,3,455,64.2
2015-2019,Lung,Persons,2,55-64,3,2058,61
2015-2019,Lung,Persons,2,65-74,3,4906,51.4
2015-2019,Lung,Persons,2,75-99,3,6649,32.9
2015-2019,Lung,Persons,2,All ages,3,14170,44.9
2015-2019,Lung,Persons,2,All ages,3,14170,50
2015-2019,Lung,Persons,2,15-44,4,102,79.7
2015-2019,Lung,Persons,2,45-54,4,455,58.2
2015-2019,Lung,Persons,2,55-64,4,2058,55.1
2015-2019,Lung,Persons,2,65-74,4,4906,44
2015-2019,Lung,Persons,2,75-99,4,6649,27.3
2015-2019,Lung,Persons,2,All ages,4,14170,38.6
2015-2019,Lung,Persons,2,All ages,4,14170,43.5
2015-2019,Lung,Persons,2,15-44,5,102,75.4
2015-2019,Lung,Persons,2,45-54,5,455,56
2015-2019,Lung,Persons,2,55-64,5,2058,50.7
2015-2019,Lung,Persons,2,65-74,5,4906,39.4
